title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
"M 6.7 - 118 km SSW of Padang, Indonesia",6.7,20-09-2007 08:31,3,5,,0,696,us,503,0,26.9,mwc,30,-1.999,100.141,"Padang, Indonesia",,Indonesia
"M 7.0 - 153 km SSW of Padang, Indonesia",7,13-09-2007 03:35,4,7,,0,768,us,537,0,23.1,mwc,22,-2.13,99.627,"Padang, Indonesia",,Indonesia
"M 6.5 - Kepulauan Mentawai region, Indonesia",6.5,13-09-2007 02:30,0,5,,0,650,us,409,0,26.2,mwc,28.9,-1.689,99.668,"Kepulauan Mentawai region, Indonesia",,Indonesia
"M 7.9 - 87 km SW of Sungai Penuh, Indonesia",7.9,12-09-2007 23:49,8,7,,0,1133,us,446,0,29.1,mwc,35,-2.625,100.841,"Sungai Penuh, Indonesia",,Indonesia
"M 7.8 - 148 km WSW of Sungai Penuh, Indonesia",7.8,12-09-2007 23:49,7,8,,0,1152,duputel,0,0,0,mww,40.5,-2.52,100.139,"Sungai Penuh, Indonesia",Asia,Indonesia
"M 8.4 - 122 km SW of Bengkulu, Indonesia",8.4,12-09-2007 11:10,0,6,,0,1086,official,411,0,32.3,mww,34,-4.438,101.367,"Bengkulu, Indonesia",,Indonesia
"M 6.8 - 39 km WNW of Timbiquí, Colombia",6.8,10-09-2007 01:49,5,6,,0,747,us,653,0,17.6,mwc,15,2.966,-77.963,"Timbiquí, Colombia",,Colombia
"M 7.2 - 97 km S of Lata, Solomon Islands",7.2,02-09-2007 01:05,0,5,,0,798,us,312,0,21.3,mwc,35,-11.61,165.762,"Lata, Solomon Islands",,
"M 6.5 - 31 km WSW of Malango, Solomon Islands",6.5,16-08-2007 08:39,5,6,,0,675,us,382,0,12.8,mwc,15,-9.834,159.465,"Malango, Solomon Islands",,
"M 8.0 - 41 km SW of San Vicente de Cañete, Peru",8,15-08-2007 23:40,9,8,,0,1385,us,625,0,25.7,mwc,39,-13.386,-76.603,"San Vicente de Cañete, Peru",,Peru
"M 7.5 - 35 km NNE of Rengasdengklok, Indonesia",7.5,08-08-2007 17:05,0,5,,0,865,us,228,0,30.7,mwc,280,-5.859,107.419,"Rengasdengklok, Indonesia",,Indonesia
"M 7.2 - 56 km E of Luganville, Vanuatu",7.2,01-08-2007 17:08,7,7,,0,803,us,494,0,20.4,mwb,120,-15.595,167.68,"Luganville, Vanuatu",,Vanuatu
"M 6.9 - 140 km NNW of Tobelo, Indonesia",6.9,26-07-2007 05:40,3,5,,0,734,us,374,0,24.1,mwb,25,2.872,127.464,"Tobelo, Indonesia",,Indonesia
"M 6.8 - 133 km WNW of Mikuni, Japan",6.8,16-07-2007 14:17,5,4,,0,779,us,664,0,18.2,mwb,350.4,36.808,134.85,"Mikuni, Japan",,
"M 6.6 - 20 km NNW of Kashiwazaki, Japan",6.6,16-07-2007 01:13,8,8,,0,831,us,782,0,16.7,mwc,12,37.535,138.446,"Kashiwazaki, Japan",Asia,Japan
"M 6.7 - 43 km SSE of Iztapa, Guatemala",6.7,13-06-2007 19:29,6,6,,0,972,us,468,0,37.7,mwc,23,13.554,-90.618,"Iztapa, Guatemala",,
"M 6.9 - 113 km SSE of Panguna, Papua New Guinea",6.9,01-04-2007 21:11,0,7,,0,732,us,305,0,15.3,mwc,10,-7.306,155.741,"Panguna, Papua New Guinea",,Solomon Islands
"M 6.6 - 99 km SSE of Panguna, Papua New Guinea",6.6,01-04-2007 20:47,0,7,,0,670,us,251,0,16,mb,10,-7.169,155.777,"Panguna, Papua New Guinea",,Solomon Islands
"M 8.1 - 45 km SSE of Gizo, Solomon Islands",8.1,01-04-2007 20:39,9,8,,0,1025,us,439,0,14.7,mwc,24,-8.466,157.043,"Gizo, Solomon Islands",,Solomon Islands
"M 6.7 - 46 km NW of Nanao, Japan",6.7,25-03-2007 00:41,7,8,,0,782,us,493,0,23.9,mwc,8,37.336,136.588,"Nanao, Japan",Asia,Japan
"M 7.1 - 119 km S of Isangel, Vanuatu",7.1,25-03-2007 00:40,3,6,,0,779,us,426,0,25.3,mwb,34,-20.617,169.357,"Isangel, Vanuatu",,
"M 6.7 - 206 km SSW of Sofifi, Indonesia",6.7,20-02-2007 08:04,0,6,,0,691,us,253,0,40.3,mwc,12,-1.034,126.976,S,,Indonesia
"M 7.5 - 126 km WNW of Ternate, Indonesia",7.5,21-01-2007 11:27,6,5,,0,874,us,570,0,21.6,mwc,22,1.065,126.282,"Ternate, Indonesia",,Indonesia
M 8.1 - east of the Kuril Islands,8.1,13-01-2007 04:23,4,5,,0,1034,us,606,0,14,mwc,10,46.243,154.524,the Kuril Islands,,
"M 6.9 - 26 km W of Hengchun, Taiwan",6.9,26-12-2006 12:34,6,7,,0,798,us,466,0,31.6,mwc,10,21.974,120.493,"Hengchun, Taiwan",Asia,Taiwan
"M 7.1 - 30 km SW of Hengchun, Taiwan",7.1,26-12-2006 12:26,8,7,,0,1023,us,744,0,29.1,mwb,10,21.799,120.547,"Hengchun, Taiwan",Asia,Taiwan
M 8.3 - Kuril Islands,8.3,15-11-2006 11:14,4,7,,0,1064,us,576,0,20.9,mwc,10,46.592,153.266,Kuril Islands,,
"M 6.6 - 155 km SE of Kimbe, Papua New Guinea",6.6,07-11-2006 17:38,0,6,,0,670,us,352,0,18.6,mwc,11,-6.482,151.195,"Kimbe, Papua New Guinea",,
"M 6.7 - 52 km SW of San Vicente de Cañete, Peru",6.7,20-10-2006 10:48,5,6,,0,732,us,444,0,53.4,mwc,23,-13.457,-76.677,"San Vicente de Cañete, Peru",,Peru
"M 6.7 - 100 km ESE of Kimbe, Papua New Guinea",6.7,17-10-2006 01:25,5,6,,0,692,us,533,0,15.6,mwc,32,-5.881,150.982,"Kimbe, Papua New Guinea",,Papua New Guinea
"M 6.7 - 14 km SW of Puako, Hawaii",6.7,15-10-2006 17:07,8,9,,0,1481,hv,43,0,124,md,38.182,19.877,-155.935,"Puako, Hawaii",,United States of America
"M 6.9 - 201 km ESE of Hihifo, Tonga",6.9,28-09-2006 06:22,3,3,,0,737,us,702,0,20.9,mwc,28,-16.592,-172.033,"Hihifo, Tonga",,
"M 6.8 - 49 km S of Panguna, Papua New Guinea",6.8,01-09-2006 10:18,0,6,,0,711,us,459,0,28.4,mwb,38,-6.759,155.512,"Panguna, Papua New Guinea",,Papua New Guinea
"M 6.5 - 81 km ESE of Ozernovskiy, Russia",6.5,24-08-2006 21:50,0,6,,0,650,us,700,0,47.4,mwb,43,51.148,157.522,"Ozernovskiy, Russia",Asia,Russia
"M 6.8 - 51 km NE of Norsup, Vanuatu",6.8,07-08-2006 22:18,5,5,,0,713,us,551,0,26.2,mwb,150,-15.798,167.789,"Norsup, Vanuatu",,Vanuatu
"M 7.7 - 226 km SSW of Singaparna, Indonesia",7.7,17-07-2006 08:19,7,5,,0,947,us,357,0,36.8,mwc,20,-9.284,107.419,"Singaparna, Indonesia",,
"M 6.5 - 111 km E of Kimbe, Papua New Guinea",6.5,28-05-2006 03:12,0,6,,0,650,us,477,0,20.3,mwc,34,-5.724,151.133,"Kimbe, Papua New Guinea",,Papua New Guinea
"M 6.6 - 42 km NNW of Tilichiki, Russia",6.6,22-05-2006 11:12,0,7,,0,670,us,548,0,28,mwc,19,60.772,165.743,"Tilichiki, Russia",Asia,Russia
"M 6.8 - 256 km SSW of Singkil, Indonesia",6.8,16-05-2006 15:28,4,5,,0,719,us,701,0,16.3,mwb,12,0.093,97.05,"Singkil, Indonesia",,
"M 8.0 - 47 km SSE of Pangai, Tonga",8,03-05-2006 15:26,7,7,,0,1013,us,626,0,20.7,mwc,55,-20.187,-174.123,"Pangai, Tonga",,
"M 8.0 - 50 km ESE of Pangai, Tonga",8,03-05-2006 15:26,8,9,,0,1026,duputel,0,0,0,mww,60.5,-19.99,-173.907,"Pangai, Tonga",,
"M 6.5 - 73 km WNW of Copiapó, Chile",6.5,30-04-2006 21:40,7,7,,0,653,us,282,0,46.3,mwc,12,-27.211,-71.056,"Copiapó, Chile",,Chile
"M 6.7 - 78 km WNW of Copiapó, Chile",6.7,30-04-2006 19:17,6,7,,0,696,us,277,0,25.6,mwb,12,-27.017,-71.022,"Copiapó, Chile",,Chile
"M 6.6 - 80 km E of Tilichiki, Russia",6.6,29-04-2006 16:58,0,8,,0,670,us,645,0,28.4,mwc,11,60.491,167.516,"Tilichiki, Russia",Asia,Russia
"M 7.6 - 80 km NE of Tilichiki, Russia",7.6,20-04-2006 23:25,0,8,,0,889,us,579,0,18.5,mwc,22,60.949,167.089,"Tilichiki, Russia",Asia,Russia
"M 6.5 - 130 km NNW of Lautoka, Fiji",6.5,07-04-2006 08:30,3,5,,0,654,us,247,0,25.5,mwc,14,-16.527,176.989,"Lautoka, Fiji",,
"M 6.7 - 108 km W of Ambon, Indonesia",6.7,14-03-2006 06:57,0,7,,0,691,us,306,0,21.3,mwb,30.1,-3.595,127.214,"Ambon, Indonesia",,Indonesia
"M 7.0 - 160 km SE of Chipinge, Zimbabwe",7,22-02-2006 22:19,5,9,,0,891,us,412,0,23.2,mwb,11,-21.324,33.583,"Chipinge, Zimbabwe",Africa,Mozambique
"M 6.7 - 26 km NE of Kýthira, Greece",6.7,08-01-2006 11:34,7,6,,0,934,us,769,0,19.7,mwb,66,36.311,23.212,"Kýthira, Greece",Europe,Greece
"M 6.6 - 75 km SSW of Bahía de Kino, Mexico",6.6,04-01-2006 08:32,7,6,,0,703,us,323,0,48.2,mwc,14,28.164,-112.117,"Bahía de Kino, Mexico",,
"M 6.5 - 53 km SW of Ashk?sham, Afghanistan",6.5,12-12-2005 21:47,6,5,,0,721,us,529,0,20.5,mwb,224.6,36.357,71.093,"Ashk?sham, Afghanistan",Asia,Afghanistan
"M 6.8 - 76 km ESE of Kalemie, Democratic Republic of the Congo",6.8,05-12-2005 12:19,5,7,,0,744,us,561,0,20,mwc,22,-6.224,29.83,"Kalemie, Democratic Republic",Africa,Tanzania
"M 6.5 - 80 km ESE of Ishinomaki, Japan",6.5,02-12-2005 13:13,4,5,,0,683,us,464,0,48.8,mwc,29,38.089,142.122,"Ishinomaki, Japan",,
"M 6.5 - 57 km SE of Sinabang, Indonesia",6.5,19-11-2005 14:10,3,6,,0,651,us,358,0,20.7,mwb,21,2.164,96.786,"Sinabang, Indonesia",,Indonesia
"M 6.8 - 68 km NNE of San Pedro de Atacama, Chile",6.8,17-11-2005 19:26,0,6,,0,711,us,509,0,30.1,mwb,147,-22.361,-67.895,"San Pedro de Atacama, Chile",South America,Bolivia
"M 7.6 - 21 km NNE of Muzaffar?b?d, Pakistan",7.6,08-10-2005 03:50,9,9,,0,1267,us,724,0,21.1,mwc,26,34.539,73.588,"Muzaffar?b?d, Pakistan",Asia,Pakistan
"M 6.6 - 129 km SSW of Kokopo, Papua New Guinea",6.6,29-09-2005 15:50,0,6,,0,670,us,402,0,17.7,mwc,25,-5.437,151.84,"Kokopo, Papua New Guinea",,Papua New Guinea
"M 7.5 - 39 km NW of Yurimaguas, Peru",7.5,26-09-2005 01:55,8,7,,0,1018,us,696,0,26.2,mwb,115,-5.678,-76.398,"Yurimaguas, Peru",South America,Peru
"M 7.6 - 135 km E of Kokopo, Papua New Guinea",7.6,09-09-2005 07:26,5,7,,0,891,us,502,0,20,mwc,90,-4.539,153.474,"Kokopo, Papua New Guinea",,Papua New Guinea
"M 7.2 - 66 km ESE of Ishinomaki, Japan",7.2,16-08-2005 02:46,7,7,,0,1104,us,698,0,19.6,mwc,36,38.276,142.039,"Ishinomaki, Japan",,
"M 7.2 - Nicobar Islands, India region",7.2,24-07-2005 15:42,4,5,,0,808,us,636,0,26.4,mwc,16,7.92,92.19,"Nicobar Islands, India region",,
"M 6.7 - 94 km WSW of Singkil, Indonesia",6.7,05-07-2005 01:52,3,6,,0,693,us,398,0,22.3,mwc,21,1.819,97.082,"Singkil, Indonesia",,Indonesia
"M 6.6 - 32 km W of San Juan del Sur, Nicaragua",6.6,02-07-2005 02:16,6,5,,0,719,us,446,0,21.1,mwc,27,11.245,-86.172,"San Juan del Sur, Nicaragua",,
"M 7.2 - 153 km W of Big Lagoon, California",7.2,15-06-2005 02:50,5,4,,0,1318,us,420,0,31.4,mwc,16,41.292,-125.953,"Big Lagoon, California",,
"M 7.8 - 102 km ENE of Iquique, Chile",7.8,13-06-2005 22:44,8,7,,0,1020,us,714,0,16.1,mwb,115.6,-19.987,-69.197,"Iquique, Chile",South America,Chile
"M 6.9 - 89 km WSW of Singkil, Indonesia",6.9,19-05-2005 01:54,5,7,,0,740,us,635,0,26,mwc,30,1.989,97.041,"Singkil, Indonesia",,Indonesia
"M 6.7 - 125 km SW of Padangsidempuan, Indonesia",6.7,14-05-2005 05:05,6,5,,0,731,us,695,0,20.9,mwb,34,0.587,98.459,"Padangsidempuan, Indonesia",,Indonesia
"M 6.5 - 106 km SW of Padang, Indonesia",6.5,10-04-2005 11:14,3,6,,0,657,us,478,0,21.2,mwc,30,-1.714,99.779,"Padang, Indonesia",,Indonesia
"M 6.7 - 113 km SW of Padang, Indonesia",6.7,10-04-2005 10:29,5,6,,0,717,us,656,0,21.2,mwc,19,-1.644,99.607,"Padang, Indonesia",,Indonesia
"M 8.6 - 78 km WSW of Singkil, Indonesia",8.6,28-03-2005 16:09,0,8,,0,1138,official,510,0,22.1,mww,30,2.085,97.108,"Singkil, Indonesia",,Indonesia
"M 6.6 - 28 km NNW of Maebaru-ch??, Japan",6.6,20-03-2005 01:53,8,7,,0,805,us,401,0,22.9,mwc,10,33.807,130.131,"Maebaru-ch??, Japan",Asia,Japan
M 7.1 - Banda Sea,7.1,02-03-2005 10:42,0,5,,0,776,us,569,0,18.1,mwb,201.7,-6.527,129.933,Banda Sea,,Indonesia
"M 6.8 - 99 km WNW of Sinabang, Indonesia",6.8,26-02-2005 12:56,0,6,,0,711,us,444,0,33.8,mwb,36,2.908,95.592,"Sinabang, Indonesia",,Indonesia
"M 6.5 - 81 km SSW of Katabu, Indonesia",6.5,19-02-2005 00:04,0,7,,0,650,us,371,0,31.8,mwb,10,-5.562,122.129,"Katabu, Indonesia",,Indonesia
"M 6.5 - Pulau-Pulau Talaud, Indonesia",6.5,15-02-2005 14:42,3,5,,0,652,us,286,0,47.3,mwc,39.7,4.756,126.421,"Pulau-Pulau Talaud, Indonesia",,Indonesia
"M 6.7 - 52 km SW of Sola, Vanuatu",6.7,08-02-2005 14:48,0,4,,0,691,us,457,0,30.2,mwb,206.3,-14.252,167.259,"Sola, Vanuatu",,Vanuatu
"M 7.1 - 138 km SW of Palimbang, Philippines",7.1,05-02-2005 12:23,7,3,,0,782,us,640,0,26.4,mwc,525,5.293,123.337,"Palimbang, Philippines",,
"M 6.6 - 161 km SE of Katsuura, Japan",6.6,19-01-2005 06:11,6,4,,0,676,us,225,0,78.5,mwc,27.8,34.064,141.491,"Katsuura, Japan",,
"M 6.6 - Nicobar Islands, India region",6.6,26-12-2004 09:20,0,5,,0,670,us,353,0,31.9,mwc,16.1,8.879,92.375,"Nicobar Islands, India region",,
"M 7.2 - 284 km WNW of Sabang, Indonesia",7.2,26-12-2004 04:21,5,6,,0,802,us,385,0,27.9,mwc,39.2,6.91,92.958,"Sabang, Indonesia",,
M 9.1 - 2004 Sumatra - Andaman Islands Earthquake,9.1,26-12-2004 00:58,0,8,,0,1274,official,601,0,22,mw,30,3.295,95.982,2004 Sumatra - Andaman Islands Earthquake,,Indonesia
M 8.1 - north of Macquarie Island,8.1,23-12-2004 14:59,0,5,,0,1009,us,331,0,59.3,mwc,10,-49.312,161.345,Macquarie Island,,
"M 6.8 - 36 km S of George Town, Cayman Islands",6.8,14-12-2004 23:20,5,6,,0,858,us,639,0,21.8,mwb,10,18.958,-81.409,"George Town, Cayman Islands",,
"M 6.8 - 54 km SSW of Nemuro, Japan",6.8,06-12-2004 14:15,4,7,,0,724,us,759,0,23.6,mwb,35,42.9,145.228,"Nemuro, Japan",Asia,Japan
"M 7.0 - 51 km SW of Nemuro, Japan",7,28-11-2004 18:32,4,7,,0,771,us,929,0,23.9,mwb,39,43.006,145.119,"Nemuro, Japan",Asia,Japan
"M 7.1 - 29 km SSW of Nabire, Indonesia",7.1,26-11-2004 02:25,0,7,,0,776,us,439,0,28.8,mwc,10,-3.609,135.404,"Nabire, Indonesia",,Indonesia
"M 7.1 - 255 km W of Riverton, New Zealand",7.1,22-11-2004 20:26,5,5,,0,782,us,585,0,14.7,mwc,10,-46.676,164.721,"Riverton, New Zealand",,
"M 7.2 - 32 km SSW of Pizarro, Colombia",7.2,15-11-2004 09:06,8,8,,0,820,us,708,0,50.2,mwb,15,4.695,-77.508,"Pizarro, Colombia",,Colombia
"M 7.5 - 63 km NW of Maubara, Timor Leste",7.5,11-11-2004 21:26,5,7,,0,870,us,301,0,33.8,mwc,10,-8.152,124.868,"Maubara, Timor Leste",,Indonesia
"M 6.7 - 80 km SSE of Kirakira, Solomon Islands",6.7,11-11-2004 17:34,0,6,,0,691,us,233,0,21.5,mwb,10,-11.128,162.208,"Kirakira, Solomon Islands",,
"M 6.7 - 189 km SW of Port McNeill, Canada",6.7,02-11-2004 10:02,7,4,,0,703,us,459,0,37.3,mwb,10,49.277,-128.772,"Port McNeill, Canada",,
"M 6.6 - 8 km SSW of Ojiya, Japan",6.6,23-10-2004 08:56,0,8,,0,670,us,782,0,37,mwc,16,37.226,138.779,"Ojiya, Japan",Asia,Japan
"M 6.7 - 31 km WNW of Yonakuni, Japan",6.7,15-10-2004 04:08,5,6,,0,705,us,698,0,24.7,mwb,94,24.53,122.694,"Yonakuni, Japan",,
"M 7.0 - 43 km SSW of Masachapa, Nicaragua",7,09-10-2004 21:26,0,6,,0,754,us,441,0,32.2,mwc,35,11.422,-86.665,"Masachapa, Nicaragua",,
"M 6.5 - 9 km W of Talisay, Philippines",6.5,08-10-2004 14:36,5,5,,0,665,us,526,0,18.3,mwb,105,13.925,120.534,"Talisay, Philippines",,Philippines
"M 6.8 - 60 km SSE of Kirakira, Solomon Islands",6.8,08-10-2004 08:27,0,6,,0,711,us,545,0,15.7,mwb,36,-10.951,162.161,"Kirakira, Solomon Islands",,Solomon Islands
"M 6.6 - 129 km ESE of Shing?, Japan",6.6,06-09-2004 23:29,0,4,,0,670,us,478,0,29.8,mwc,10,33.205,137.227,"Shing?, Japan",,
"M 7.4 - 118 km ESE of Shing?, Japan",7.4,05-09-2004 14:57,0,5,,0,842,us,594,0,27.5,mwb,10,33.184,137.071,"Shing?, Japan",,
"M 7.2 - 94 km SE of Shing?, Japan",7.2,05-09-2004 10:07,0,5,,0,798,us,643,0,28.4,mwc,14,33.07,136.618,"Shing?, Japan",,
"M 6.5 - 67 km ESE of Teno, Chile",6.5,28-08-2004 13:41,0,7,,0,650,us,349,0,30.1,mwb,5,-35.173,-70.525,"Teno, Chile",South America,Chile
"M 6.5 - 117 km WNW of Manokwari, Indonesia",6.5,28-07-2004 03:56,0,7,,0,650,us,305,0,39,mwc,13.4,-0.443,133.091,"Manokwari, Indonesia",,Indonesia
"M 6.9 - 24 km ENE of Atlasovo, Russia",6.9,10-06-2004 15:19,0,5,,0,732,us,798,0,31.2,mwb,188.6,55.682,160.003,"Atlasovo, Russia",Asia,Russia
"M 6.6 - 11 km N of Cañete, Chile",6.6,03-05-2004 04:36,0,7,,0,670,us,282,0,46.9,mwb,21,-37.695,-73.406,"Cañete, Chile",South America,Chile
"M 6.7 - 105 km WNW of Naisano Dua, Indonesia",6.7,23-04-2004 01:50,0,5,,0,691,us,386,0,27.6,mwb,65.8,-9.362,122.839,"Naisano Dua, Indonesia",,Indonesia
"M 6.5 - 86 km NNW of Sola, Vanuatu",6.5,09-04-2004 15:23,0,4,,0,650,us,424,0,29.9,mwb,228.4,-13.174,167.198,"Sola, Vanuatu",,Vanuatu
M 6.6 - Afghanistan-Tajikistan-Pakistan region,6.6,05-04-2004 21:24,0,4,,0,670,us,728,0,18.3,mwb,187.1,36.512,71.029,Afghanistan-Tajikistan-Pakistan region,Asia,Afghanistan
"M 6.7 - 38 km SSW of Nabire, Indonesia",6.7,08-02-2004 08:58,0,7,,0,691,us,256,0,33.3,mwc,25.7,-3.665,135.339,"Nabire, Indonesia",,Indonesia
"M 7.3 - Near the south coast of Papua, Indonesia",7.3,07-02-2004 02:42,0,7,,0,820,us,390,0,23,mwb,10,-4.003,135.023,"Papua, Indonesia",,Indonesia
"M 7.0 - 28 km S of Nabire, Indonesia",7,05-02-2004 21:05,0,7,,0,754,us,367,0,33,mwc,16.6,-3.615,135.538,"Nabire, Indonesia",,Indonesia
"M 6.7 - 107 km NW of Ambon, Indonesia",6.7,28-01-2004 22:15,0,6,,0,691,us,243,0,42.5,mwb,17.4,-3.12,127.4,"Ambon, Indonesia",,Indonesia
"M 7.3 - 201 km ESE of Tadine, New Caledonia",7.3,27-12-2003 16:00,0,4,,0,820,us,235,0,46.6,mwc,10,-22.015,169.766,"Tadine, New Caledonia",,
"M 6.6 - 13 km SSW of Bam, Iran",6.6,26-12-2003 01:56,0,9,,0,670,us,552,0,44.8,mwc,10,28.995,58.311,"Bam, Iran",Asia,Iran
"M 6.5 - 3 km SSE of Progreso, Panama",6.5,25-12-2003 07:11,0,6,,0,650,us,405,0,48.4,mwb,33,8.416,-82.824,"Progreso, Panama",,Panama
"M 6.5 - 10 km NE of San Simeon, California",6.5,22-12-2003 19:15,7,9,,0,1390,nc,65,0.04685,71,mw,8.382,35.7005,-121.101,"San Simeon, California",North America,United States of America
"M 6.8 - 92 km E of Yujing, Taiwan",6.8,10-12-2003 04:38,0,7,,0,711,us,447,0,27.7,mwb,10,23.039,121.362,"Yujing, Taiwan",Asia,Taiwan
"M 6.6 - 82 km E of Kimbe, Papua New Guinea",6.6,25-11-2003 20:19,0,6,,0,670,us,384,0,25.1,mwb,35,-5.581,150.88,"Kimbe, Papua New Guinea",,Papua New Guinea
"M 6.5 - 4 km NW of Can-Avid, Philippines",6.5,18-11-2003 17:14,0,6,,0,650,us,487,0,45.9,mwb,35,12.025,125.416,"Can-Avid, Philippines",,Philippines
"M 6.6 - 51 km NW of Isangel, Vanuatu",6.6,06-11-2003 10:38,0,5,,0,670,us,475,0,26.2,mwb,113.7,-19.262,168.892,"Isangel, Vanuatu",,
"M 7.0 - 133 km ESE of Ishinomaki, Japan",7,31-10-2003 01:06,0,5,,0,754,us,568,0,61.2,mwb,10,37.812,142.619,"Ishinomaki, Japan",,
"M 6.7 - 39 km SSE of Kushiro, Japan",6.7,08-10-2003 09:06,0,6,,0,691,us,556,0,55.4,mwc,32,42.648,144.57,"Kushiro, Japan",Asia,
"M 6.7 - 9 km S of Aktash, Russia",6.7,01-10-2003 01:03,0,7,,0,691,us,643,0,24.5,mwb,10,50.211,87.721,"Aktash, Russia",Asia,Russia
"M 6.5 - 58 km S of Kushiro, Japan",6.5,29-09-2003 02:36,0,5,,0,650,us,586,0,71.3,mwc,25,42.45,144.38,"Kushiro, Japan",,
"M 7.3 - 29 km S of Aktash, Russia",7.3,27-09-2003 11:33,0,7,,0,820,us,667,0,24.5,mwb,16,50.038,87.813,"Aktash, Russia",Asia,Russia
"M 7.4 - 119 km ESE of Shizunai-furukawach?, Japan",7.4,25-09-2003 21:08,0,7,,0,842,us,514,0,78.8,mwc,33,41.774,143.593,"Shizunai-furukawach?, Japan",Asia,
"M 8.2 - 134 km SSW of Kushiro, Japan",8.16,25-09-2003 19:50,0,9,,0,1024,official,0,0,0,mww,27,41.815,143.91,"Kushiro, Japan",,
"M 6.6 - 16 km SE of Taungdwingyi, Myanmar",6.6,21-09-2003 18:16,0,7,,0,670,us,518,0,24.7,mwb,10,19.917,95.672,"Taungdwingyi, Myanmar",Asia,Myanmar
"M 7.2 - 56 km NW of Te Anau, New Zealand",7.2,21-08-2003 12:12,0,7,,0,798,us,428,0,17.5,mwc,28,-45.104,167.144,"Te Anau, New Zealand",,New Zealand
M 7.6 - Scotia Sea,7.6,04-08-2003 04:37,0,6,,0,889,us,315,0,25.2,mwc,10,-60.532,-43.411,Scotia Sea,,United Kingdom of Great Britain and Northern Ireland (the)
"M 6.5 - 41 km N of Rabaul, Papua New Guinea",6.5,15-07-2003 18:46,0,6,,0,650,us,156,0,31.4,mwb,33,-3.828,152.174,"Rabaul, Papua New Guinea",,Papua New Guinea
"M 6.8 - 42 km W of Ovalle, Chile",6.8,20-06-2003 13:30,0,7,,0,711,us,398,0,39.1,mwc,33,-30.608,-71.637,"Ovalle, Chile",South America,Chile
"M 6.9 - 25 km ESE of Atlasovo, Russia",6.9,16-06-2003 22:08,0,5,,0,732,us,733,0,26.7,mwb,174.8,55.492,159.999,"Atlasovo, Russia",Asia,Russia
"M 6.6 - 87 km SSE of Kokopo, Papua New Guinea",6.6,07-06-2003 00:32,0,6,,0,670,us,419,0,27.8,mwc,33,-5.095,152.502,"Kokopo, Papua New Guinea",,Papua New Guinea
"M 7.0 - 116 km NE of Tobelo, Indonesia",7,26-05-2003 19:23,0,6,,0,754,us,473,0,30.3,mwc,31,2.354,128.855,"Tobelo, Indonesia",,Indonesia
"M 7.0 - 27 km SSW of ?funato, Japan",7,26-05-2003 09:24,0,7,,0,754,us,690,0,19.1,mwb,68,38.849,141.568,"?funato, Japan",Asia,Japan
"M 6.8 - 25 km WNW of Dellys, Algeria",6.8,21-05-2003 18:44,0,9,,0,711,us,534,0,19.4,mwc,12,36.964,3.634,"Dellys, Algeria",,Algeria
"M 6.5 - 46 km NE of Ruteng, Indonesia",6.5,25-03-2003 02:53,0,7,,0,650,us,247,0,28.7,mwc,33,-8.294,120.743,"Ruteng, Indonesia",,Indonesia
"M 6.8 - 114 km ESE of Kokopo, Papua New Guinea",6.8,11-03-2003 07:27,0,7,,0,711,us,431,0,38.4,mwc,40.2,-4.694,153.238,"Kokopo, Papua New Guinea",,Papua New Guinea
"M 7.6 - 16 km SSW of Cuyutlán, Mexico",7.6,22-01-2003 02:06,0,7,,0,889,us,551,0,0,mwb,24,18.77,-104.104,"Cuyutlán, Mexico",North America,Mexico
"M 6.5 - 33 km S of Puerto San José, Guatemala",6.5,21-01-2003 02:46,0,6,,0,650,us,316,0,0,mwc,24,13.626,-90.774,"Puerto San José, Guatemala",,
"M 7.3 - 126 km W of Kirakira, Solomon Islands",7.3,20-01-2003 08:43,0,6,,0,820,us,457,0,0,mwc,33,-10.491,160.77,"Kirakira, Solomon Islands",,
"M 6.7 - 191 km SE of Kokopo, Papua New Guinea",6.7,10-01-2003 13:11,0,5,,0,691,us,323,0,0,mwb,71.9,-5.311,153.701,"Kokopo, Papua New Guinea",,
"M 6.7 - New Ireland region, Papua New Guinea",6.7,12-12-2002 08:30,0,6,,0,691,us,453,0,0,mwb,34,-4.786,153.275,"New Ireland region, Papua New Guinea",,Papua New Guinea
"M 7.9 - 75 km E of Cantwell, Alaska",7.9,03-11-2002 22:12,8,9,,0,1750,ak,0,0,0,mw,4.2,63.5141,-147.453,"Cantwell, Alaska",North America,United States of America
"M 7.4 - 50 km NW of Sinabang, Indonesia",7.4,02-11-2002 01:26,0,7,,0,842,us,418,0,0,mwb,30,2.824,96.085,"Sinabang, Indonesia",,Indonesia
"M 6.6 - 53 km ENE of Cantwell, Alaska",6.6,23-10-2002 11:27,0,7,,0,670,ak,0,0,0,mw,4.2,63.5144,-147.912,"Cantwell, Alaska",North America,United States of America
"M 6.7 - 72 km S of Manokwari, Indonesia",6.7,10-10-2002 12:28,0,7,,0,691,us,250,0,0,ms,10,-1.511,133.973,"Manokwari, Indonesia",,Indonesia
"M 7.6 - 102 km SSE of Manokwari, Indonesia",7.6,10-10-2002 10:50,0,7,,0,889,us,375,0,0,mwc,10,-1.757,134.297,"Manokwari, Indonesia",,Indonesia
